Data_Point,Date_Time,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,TC_Counter1,TC_Counter2,TC_Counter3,TC_Counter4,Current(A),Voltage(V),Power(W),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),ACR(Ohm),dV/dt(V/s),Internal_Resistance(Ohm),dQ/dV(Ah/V),dV/dQ(V/Ah),MetaCode_MV_UD1,MetaCode_MV_UD2,MetaCode_MV_UD3,MetaCode_MV_UD4,MetaCode_MV_UD5,MetaCode_MV_UD6,MetaCode_MV_UD7,MetaCode_MV_UD8,MetaCode_MV_UD9,MetaCode_MV_UD10,MetaCode_MV_UD11,MetaCode_MV_UD12,MetaCode_MV_UD13,MetaCode_MV_UD14,MetaCode_MV_UD15,MetaCode_MV_UD16,Aux_Temperature_1(C),Aux_dT/dt_1(C)
110,2022/07/29 13:29:38,4570.0465,970.0006,1,2,0,0,0,0,1.850021,3.863942,7.148373842782,0.4981892,0.00001932105,1.912946,0.00007290766,,0.0000341777704306878,,,0.0935288816690445,,,,,,,,,,,,,,,,,24.82212,-0.005485415
111,2022/07/29 13:29:48,4580.0467,980.0008,1,2,0,0,0,0,1.850029,3.864349,7.149157716121,0.503327,0.00001932105,1.932799,0.00007290766,,0.0000310152790916618,,,,,,,,,,,,,,,,,,,,24.84098,-0.01990795
112,2022/07/29 13:29:58,4590.0462,990.0003,1,2,0,0,0,0,1.849785,3.865098,7.14960030393,0.5084658,0.00001932105,1.952658,0.00007290766,,,,,,,,,,,,,,,,,,,,,,24.84331,0.0054425
113,2022/07/29 13:30:08,4600.0469,1000.001,1,2,0,0,0,0,1.850082,3.865414,7.151332863948,0.513602,0.00001932105,1.972511,0.00007290766,,0.0000614804666838609,,,,,,,,,,,,,,,,,,,,24.83452,0.003464222
114,2022/07/29 13:30:18,4610.0462,1010.0003,1,2,0,0,0,0,1.850266,3.866076,7.153268976216,0.5187411,0.00001932105,1.992378,0.00007290766,,0.0000936600335990079,,,,,,,,,,,,,,,,,,,,24.9269,0.01407504
115,2022/07/29 13:30:28,4620.0463,1020.0004,1,2,0,0,0,0,1.850311,3.866528,7.154279290208,0.5238791,0.00001932105,2.012242,0.00007290766,,0.0000529476601514034,,9.74267768859863,,,,,,,,,,,,,,,,,,24.88815,-0.0007176399
116,2022/07/29 13:30:38,4630.0472,1030.0013,1,2,0,0,0,0,1.849899,3.867152,7.153840617648,0.5290178,0.00001932105,2.032113,0.00007290766,,0.0000601765786996111,,,,,,,,,,,,,,,,,,,,24.86929,0.0009840727
117,2022/07/29 13:30:48,4640.0459,1040,1,2,0,0,0,0,1.850189,3.86745,7.15551344805,0.5341557,0.00001932105,2.051983,0.00007290766,,0.000012405799679982,,,,,,,,,,,,,,,,,,,,24.91017,0.01696646
118,2022/07/29 13:30:58,4650.0466,1050.0007,1,2,0,0,0,0,1.850136,3.86815,7.1566035684,0.5392947,0.00001932105,2.07186,0.00007290766,,,,,,,,,,,,,,,,,,,,,,24.86234,-0.03459871
119,2022/07/29 13:31:08,4660.0468,1060.0009,1,2,0,0,0,0,1.850204,3.868592,7.157684392768,0.5444316,0.00001932105,2.091732,0.00007290766,,0.0000238264492509188,,,,,,,,,,,,,,,,,,,,24.87408,0.01717091
120,2022/07/29 13:31:18,4670.0468,1070.0009,1,2,0,0,0,0,1.849792,3.869192,7.157200408064,0.5495715,0.00001932105,2.111618,0.00007290766,,0.0000789045516285114,,,,,,,,,,,,,,,,,,,,24.86995,-0.01117289
121,2022/07/29 13:31:28,4680.0464,1080.0005,1,2,0,0,0,0,1.849899,3.869795,7.158729900705,0.5547096,0.00001932105,2.1315,0.00007290766,,0.000072152863140218,,,,,,,,,,,,,,,,,,,,24.90571,-0.004131198
122,2022/07/29 13:31:38,4690.0471,1090.0012,1,2,0,0,0,0,1.849884,3.870331,7.159663391604,0.5598464,0.00001932105,2.151379,0.00007290766,,0.0000944560670177452,,,0,,,,,,,,,,,,,,,,,24.95665,0.02028465
123,2022/07/29 13:31:48,4700.0473,1100.0014,1,2,0,0,0,0,1.850151,3.871,7.161934521,0.5649859,0.00001932105,2.171273,0.00007290766,,0.0000562216591788456,,,,,,,,,,,,,,,,,,,,24.93845,0.007811785
124,2022/07/29 13:31:58,4710.0466,1110.0007,1,2,0,0,0,0,1.85006,3.871426,7.16237038556,0.5701225,0.00001932105,2.191157,0.00007290766,,0.0000180572205863427,,,,,,,,,,,,,,,,,,,,24.8135,-0.03000498
125,2022/07/29 13:32:08,4720.0477,1120.0018,1,2,0,0,0,0,1.85051,3.872026,7.16522283326,0.5752625,0.00001932105,2.211058,0.00007290766,,,,9.61101722717285,,,,,,,,,,,,,,,,,,24.9348,0.005586743
126,2022/07/29 13:32:18,4730.0459,1130,1,2,0,0,0,0,1.849937,3.872497,7.163875482689,0.5803982,0.00001932105,2.230945,0.00007290766,,0.0000889958027983084,,,,,,,,,,,,,,,,,,,,24.85984,-0.01530588
127,2022/07/29 13:32:28,4740.0459,1140,1,2,0,0,0,0,1.849823,3.873204,7.164741842892,0.5855377,0.00001932105,2.25085,0.00007290766,,0.0000815518214949407,,,,,,,,,,,,,,,,,,,,24.87724,-0.03392041
128,2022/07/29 13:32:38,4750.0462,1150.0003,1,2,0,0,0,0,1.849518,3.873735,7.16454260973,0.5906766,0.00001932105,2.270755,0.00007290766,,0.0000625093380222097,,,0.106531396508217,,,,,,,,,,,,,,,,,24.93168,0.00004827976
129,2022/07/29 13:32:48,4760.0473,1160.0014,1,2,0,0,0,0,1.850258,3.874353,7.168552633074,0.5958147,0.00001932105,2.290661,0.00007290766,,0.0000770092665334232,,,,,,,,,,,,,,,,,,,,24.85207,-0.01283228
130,2022/07/29 13:32:58,4770.0463,1170.0004,1,2,0,0,0,0,1.849846,3.874872,7.167916469712,0.6009523,0.00001932105,2.310567,0.00007290766,,0.0000224032301048283,,,,,,,,,,,,,,,,,,,,24.94724,0.008334517
131,2022/07/29 13:33:08,4780.0465,1180.0006,1,2,0,0,0,0,1.850174,3.875582,7.170501051268,0.6060905,0.00001932105,2.330479,0.00007290766,,,,,,,,,,,,,,,,,,,,,,24.90488,0.02114773
132,2022/07/29 13:33:18,4790.0469,1190.001,1,2,0,0,0,0,1.850365,3.876021,7.172053597665,0.6112292,0.00001932105,2.350395,0.00007290766,,0.0000563439316465519,,,,,,,,,,,,,,,,,,,,24.89294,-0.001240373
133,2022/07/29 13:33:28,4800.0467,1200.0008,1,2,0,0,0,0,1.850075,3.876806,7.17238186045,0.6163651,0.00001932105,2.370304,0.00007290766,,0.000101019199064467,,8.75401496887207,,,,,,,,,,,,,,,,,,24.89941,-0.02927482
134,2022/07/29 13:33:38,4810.0463,1210.0004,1,2,0,0,0,0,1.850372,3.877191,7.174245665052,0.6215036,0.00001932105,2.390226,0.00007290766,,0.00004369832095108,,,,,,,,,,,,,,,,,,,,24.91978,-0.004969835
135,2022/07/29 13:33:48,4820.0462,1220.0003,1,2,0,0,0,0,1.850098,3.877852,7.174406229496,0.626643,0.00001932105,2.410154,0.00007290766,,0.0000688296786393039,,,,,,,,,,,,,,,,,,,,24.91033,-0.01944602
136,2022/07/29 13:33:58,4830.0463,1230.0004,1,2,0,0,0,0,1.849968,3.878266,7.174667995488,0.6317801,0.00001932105,2.430077,0.00007290766,,0.0000817902473499998,,,,,,,,,,,,,,,,,,,,24.90633,-0.01505613
137,2022/07/29 13:34:08,4840.0471,1240.0012,1,2,0,0,0,0,1.849976,3.879171,7.176373249896,0.6369197,0.00001932105,2.450012,0.00007290766,,0.0000641715305391699,,,,,,,,,,,,,,,,,,,,24.92227,0.004191995
138,2022/07/29 13:34:18,4850.0465,1250.0006,1,2,0,0,0,0,1.850082,3.87977,7.17789264114,0.6420573,0.00001932105,2.469943,0.00007290766,,,,,,,,,,,,,,,,,,,,,,24.92456,-0.004398823
139,2022/07/29 13:34:28,4860.046,1260.0001,1,2,0,0,0,0,1.85006,3.880429,7.17902647574,0.6471929,0.00001932105,2.489869,0.00007290766,,0.0000557480198040139,,,,,,,,,,,,,,,,,,,,24.93946,-0.01029432
140,2022/07/29 13:34:38,4870.0461,1270.0002,1,2,0,0,0,0,1.849846,3.881159,7.179546451514,0.6523323,0.00001932105,2.509814,0.00007290766,,0.0000460340015706606,,,0,,,,,,,,,,,,,,,,,24.96711,0.01086533
141,2022/07/29 13:34:48,4880.046,1280.0001,1,2,0,0,0,0,1.850601,3.881431,7.182980090031,0.6574699,0.00001932105,2.529754,0.00007290766,,0.0000772820203565061,,,,,,,,,,,,,,,,,,,,24.96777,0.01107037
142,2022/07/29 13:34:58,4890.0462,1290.0003,1,2,0,0,0,0,1.850204,3.88232,7.18308399328,0.6626075,0.00001932105,2.549697,0.00007290766,,0.0000815967432572506,,8.45487785339355,,,,,,,,,,,,,,,,,,24.90554,-0.02999544
143,2022/07/29 13:35:08,4900.047,1300.0011,1,2,0,0,0,0,1.850029,3.882589,7.182902245081,0.6677449,0.00001932105,2.569643,0.00007290766,,0.000102124999102671,,,,,,,,,,,,,,,,,,,,24.96859,0.004191995
144,2022/07/29 13:35:18,4910.0471,1310.0012,1,2,0,0,0,0,1.850227,3.883508,7.185371356316,0.6728844,0.00001932105,2.589601,0.00007290766,,0.000089340508566238,,,0.117518402636051,,,,,,,,,,,,,,,,,24.90092,-0.001751781
145,2022/07/29 13:35:28,4920.0475,1320.0016,1,2,0,0,0,0,1.849953,3.883931,7.185089805243,0.6780218,0.00001932105,2.609553,0.00007290766,,,,,,,,,,,,,,,,,,,,,,24.89065,-0.01970053
146,2022/07/29 13:35:38,4930.0465,1330.0006,1,2,0,0,0,0,1.850296,3.884719,7.187880026824,0.6831579,0.00001932105,2.629503,0.00007290766,,0.0000323602216667496,,,,,,,,,,,,,,,,,,,,24.9325,0.005174875
147,2022/07/29 13:35:48,4940.0466,1340.0007,1,2,0,0,0,0,1.85022,3.885257,7.18858020654,0.6882963,0.00001932105,2.649467,0.00007290766,,0.0000353236100636423,,,,,,,,,,,,,,,,,,,,24.88284,-0.01401365
148,2022/07/29 13:35:58,4950.0469,1350.001,1,2,0,0,0,0,1.850365,3.886142,7.19078114183,0.6934363,0.00001932105,2.669439,0.00007290766,,0.0000823059599497356,,,,,,,,,,,,,,,,,,,,24.86778,-0.01282513
149,2022/07/29 13:36:08,4960.0469,1360.001,1,2,0,0,0,0,1.850113,3.886696,7.190826796648,0.6985731,0.00001932105,2.689403,0.00007290766,,0.0000562221284781117,,,,,,,,,,,,,,,,,,,,24.96314,-0.003475547
150,2022/07/29 13:36:18,4970.047,1370.0011,1,2,0,0,0,0,1.849968,3.887508,7.191765399744,0.7037122,0.00001932105,2.709378,0.00007290766,,,,8.09486293792725,,,,,,,,,,,,,,,,,,24.92374,-0.003455281
151,2022/07/29 13:36:28,4980.0472,1380.0013,1,2,0,0,0,0,1.84993,3.887978,7.19248714154,0.7088512,0.00001932105,2.729358,0.00007290766,,0.0000596268691879231,,,,,,,,,,,,,,,,,,,,24.95136,0.008170009
152,2022/07/29 13:36:38,4990.0465,1390.0006,1,2,0,0,0,0,1.850365,3.888663,7.195445911995,0.713989,0.00001932105,2.749335,0.00007290766,,0.0000695031121722423,,,,,,,,,,,,,,,,,,,,24.96711,0.01944482
153,2022/07/29 13:36:48,5000.0467,1400.0008,1,2,0,0,0,0,1.850311,3.889436,7.196666214596,0.7191262,0.00001932105,2.769314,0.00007290766,,0.000100974102679174,,,,,,,,,,,,,,,,,,,,24.90337,-0.006878376
154,2022/07/29 13:36:58,5010.0475,1410.0016,1,2,0,0,0,0,1.850365,3.889823,7.197592335395,0.7242659,0.00001932105,2.789306,0.00007290766,,0.0000760954499128275,,,,,,,,,,,,,,,,,,,,24.87343,-0.02187431
155,2022/07/29 13:37:08,5020.0469,1420.001,1,2,0,0,0,0,1.850174,3.891041,7.199102891134,0.729404,0.00001932105,2.809295,0.00007290766,,0.0000492708895762917,,,,,,,,,,,,,,,,,,,,24.89843,-0.004242659
156,2022/07/29 13:37:18,5030.0468,1430.0009,1,2,0,0,0,0,1.850075,3.891068,7.1987676301,0.7345418,0.00001932105,2.829287,0.00007290766,,0.0000387225991289597,,,,,,,,,,,,,,,,,,,,24.91033,-0.001702905
157,2022/07/29 13:37:28,5040.047,1440.0011,1,2,0,0,0,0,1.850021,3.892212,7.200673936452,0.739679,0.00001932105,2.849279,0.00007290766,,0.000112367401015945,,7.57061719894409,0,,,,,,,,,,,,,,,,,24.95914,0.0218761
158,2022/07/29 13:37:38,5050.0464,1450.0005,1,2,0,0,0,0,1.85041,3.892707,7.20310395987,0.7448158,0.00001932105,2.869273,0.00007290766,,,,,,,,,,,,,,,,,,,,,,24.9017,0.003156662
159,2022/07/29 13:37:48,5060.0464,1460.0005,1,2,0,0,0,0,1.850006,3.893522,7.203039061132,0.7499543,0.00001932105,2.889279,0.00007290766,,0.0000647204433334991,,,0.131509006023407,,,,,,,,,,,,,,,,,24.90968,-0.00708282
160,2022/07/29 13:37:58,5070.0466,1470.0007,1,2,0,0,0,0,1.850258,3.894225,7.20532096005,0.7550941,0.00001932105,2.909292,0.00007290766,,0.0000506180585944094,,,,,,,,,,,,,,,,,,,,24.87408,-0.01742721
161,2022/07/29 13:38:08,5080.0466,1480.0007,1,2,0,0,0,0,1.850151,3.895148,7.206611967348,0.7602302,0.00001932105,2.929295,0.00007290766,,0.0000390769200748764,,,,,,,,,,,,,,,,,,,,24.90007,-0.002163649
162,2022/07/29 13:38:18,5090.0468,1490.0009,1,2,0,0,0,0,1.850266,3.895527,7.207761160182,0.7653691,0.00001932105,2.949312,0.00007290766,,0.000102078396594152,,,,,,,,,,,,,,,,,,,,24.94657,0.02265275
163,2022/07/29 13:38:28,5100.0469,1500.001,1,2,0,0,0,0,1.849915,3.89644,7.2080828026,0.7705089,0.00001932105,2.969337,0.00007290766,,0.0000406948711315636,,,,,,,,,,,,,,,,,,,,24.87257,0.01210511
164,2022/07/29 13:38:38,5110.0461,1510.0002,1,2,0,0,0,0,1.850349,3.896919,7.210660174731,0.7756453,0.00001932105,2.989352,0.00007290766,,0.000134113302920014,,7.30722188949585,,,,,,,,,,,,,,,,,,24.89777,-0.000205636
165,2022/07/29 13:38:48,5120.0463,1520.0004,1,2,0,0,0,0,1.849968,3.89768,7.21058327424,0.7807828,0.00001932105,3.009374,0.00007290766,,0.0000412503904954065,,,,,,,,,,,,,,,,,,,,24.8898,-0.01944542
166,2022/07/29 13:38:58,5130.0462,1530.0003,1,2,0,0,0,0,1.850098,3.898537,7.212675506626,0.7859214,0.00001932105,3.029405,0.00007290766,,0.000054366078984458,,,,,,,,,,,,,,,,,,,,24.89777,0.001907945
167,2022/07/29 13:39:08,5140.0473,1540.0014,1,2,0,0,0,0,1.850349,3.899117,7.214727241833,0.791061,0.00001932105,3.049444,0.00007290766,,,,,,,,,,,,,,,,,,,,,,24.90488,0.02245963
168,2022/07/29 13:39:18,5150.0467,1550.0008,1,2,0,0,0,0,1.849556,3.899971,7.213214762876,0.7961983,0.00001932105,3.069477,0.00007290766,,0.0000615189564996399,,,,,,,,,,,,,,,,,,,,24.87805,0.0005120039
169,2022/07/29 13:39:28,5160.046,1560.0001,1,2,0,0,0,0,1.850258,3.900494,7.216920227452,0.8013343,0.00001932105,3.089509,0.00007290766,,0.000115636801638175,,,,,,,,,,,,,,,,,,,,24.92374,-0.007596016
170,2022/07/29 13:39:38,5170.0468,1570.0009,1,2,0,0,0,0,1.849861,3.90156,7.21734368316,0.8064747,0.00001932105,3.109562,0.00007290766,,0.0000465814082417637,,,,,,,,,,,,,,,,,,,,24.82294,-0.01671076
171,2022/07/29 13:39:48,5180.0462,1580.0003,1,2,0,0,0,0,1.849884,3.901986,7.218221469624,0.8116125,0.00001932105,3.129609,0.00007290766,,0.0000691515087964945,,7.00996780395508,0,,,,,,,,,,,,,,,,,24.90469,-0.01008749
172,2022/07/29 13:39:58,5190.0462,1590.0003,1,2,0,0,0,0,1.849884,3.903062,7.220211944808,0.81675,0.00001932105,3.149658,0.00007290766,,0.0000876235717441887,,,,,,,,,,,,,,,,,,,,24.86795,-0.02772033
173,2022/07/29 13:40:08,5200.0464,1600.0005,1,2,0,0,0,0,1.850227,3.903776,7.222871757152,0.8218873,0.00001932105,3.169711,0.00007290766,,0.0000841500877868384,,,0.143413901329041,,,,,,,,,,,,,,,,,24.88186,-0.01375854
174,2022/07/29 13:40:18,5210.0466,1610.0007,1,2,0,0,0,0,1.849678,3.904587,7.222228672986,0.8270256,0.00001932105,3.189771,0.00007290766,,,,,,,,,,,,,,,,,,,,,,24.89209,0.005893707
175,2022/07/29 13:40:28,5220.0474,1620.0015,1,2,0,0,0,0,1.850029,3.905216,7.224762851264,0.8321627,0.00001932105,3.209831,0.00007290766,,0.0000677594871376641,,,,,,,,,,,,,,,,,,,,24.88815,0.01696587
176,2022/07/29 13:40:38,5230.0473,1630.0014,1,2,0,0,0,0,1.850044,3.906239,7.226714024516,0.8372985,0.00001932105,3.22989,0.00007290766,,0.0000590741583437193,,,,,,,,,,,,,,,,,,,,24.89691,0.001034737
177,2022/07/29 13:40:48,5240.0475,1640.0016,1,2,0,0,0,0,1.850189,3.90677,7.22826287953,0.8424388,0.00001932105,3.24997,0.00007290766,,0.000100807803391945,,,,,,,,,,,,,,,,,,,,24.89065,0.01873016
178,2022/07/29 13:40:58,5250.046,1650.0001,1,2,0,0,0,0,1.850121,3.907638,7.229603124198,0.8475761,0.00001932105,3.270043,0.00007290766,,0.000080566038377583,,6.6161642074585,,,,,,,,,,,,,,,,,,24.8936,-0.01178801
179,2022/07/29 13:41:08,5260.0464,1660.0005,1,2,0,0,0,0,1.849716,3.9084,7.2294300144,0.8527123,0.00001932105,3.290115,0.00007290766,,0.0000387222789868247,,,,,,,,,,,,,,,,,,,,24.88035,-0.02581239
180,2022/07/29 13:41:18,5270.0465,1670.0006,1,2,0,0,0,0,1.849648,3.909218,7.230677255264,0.8578519,0.00001932105,3.310205,0.00007290766,,0.0000760954499128275,,,,,,,,,,,,,,,,,,,,24.87956,-0.02513468
181,2022/07/29 13:41:28,5280.0465,1680.0006,1,2,0,0,0,0,1.850266,3.910059,7.234649225694,0.8629897,0.00001932105,3.330292,0.00007290766,,,,,,,,,,,,,,,,,,,,,,24.92837,-0.0189358
182,2022/07/29 13:41:38,5290.0474,1690.0015,1,2,0,0,0,0,1.850189,3.910751,7.235628481939,0.8681264,0.00001932105,3.350378,0.00007290766,,0.0000680829034536146,,,,,,,,,,,,,,,,,,,,24.85043,-0.03273308
183,2022/07/29 13:41:48,5300.046,1700.0001,1,2,0,0,0,0,1.850426,3.911875,7.23863520875,0.8732651,0.00001932105,3.370477,0.00007290766,,0.0000995173177216202,,,,,,,,,,,,,,,,,,,,25.00234,0.01872659
184,2022/07/29 13:41:58,5310.0459,1710,1,2,0,0,0,0,1.850082,3.912616,7.238660434512,0.878403,0.00001932105,3.390577,0.00007290766,,0.0000630209106020629,,6.31711483001709,,,,,,,,,,,,,,,,,,24.94953,0.01753807
185,2022/07/29 13:42:08,5320.047,1720.0011,1,2,0,0,0,0,1.85022,3.913517,7.24086742374,0.88354,0.00001932105,3.410677,0.00007290766,,0.000127407402032986,,,0,,,,,,,,,,,,,,,,,24.94342,-0.01226306
186,2022/07/29 13:42:18,5330.0462,1730.0003,1,2,0,0,0,0,1.849976,3.913916,7.240650666016,0.8886795,0.00001932105,3.430792,0.00007290766,,0.000102012898423709,,,0.152880996465683,,,,,,,,,,,,,,,,,24.90072,-0.02435863
187,2022/07/29 13:42:28,5340.0472,1740.0013,1,2,0,0,0,0,1.850006,3.914994,7.242762389964,0.8938172,0.00001932105,3.450903,0.00007290766,,0.000113337700895499,,,,,,,,,,,,,,,,,,,,24.94641,0.008178353
188,2022/07/29 13:42:38,5350.0466,1750.0007,1,2,0,0,0,0,1.850227,3.915774,7.245070780698,0.8989558,0.00001932105,3.471023,0.00007290766,,0.0000827773692435585,,,,,,,,,,,,,,,,,,,,24.9085,-0.01629829
189,2022/07/29 13:42:48,5360.0473,1760.0014,1,2,0,0,0,0,1.850044,3.916747,7.246154286868,0.9040934,0.00001932105,3.491143,0.00007290766,,0.0000978019306785427,,,,,,,,,,,,,,,,,,,,24.89112,-0.00528574
190,2022/07/29 13:42:58,5370.0474,1770.0015,1,2,0,0,0,0,1.850189,3.917395,7.247921137655,0.9092303,0.00001932105,3.511265,0.00007290766,,0.000107546002254821,,6.28110790252686,,,,,,,,,,,,,,,,,,24.91811,-0.01355171
191,2022/07/29 13:43:08,5380.0468,1780.0009,1,2,0,0,0,0,1.850151,3.918361,7.249559522511,0.9143683,0.00001932105,3.531395,0.00007290766,,0.0000823461523395963,,,,,,,,,,,,,,,,,,,,24.87159,0.01205504
192,2022/07/29 13:43:18,5390.0469,1790.001,1,2,0,0,0,0,1.850281,3.919053,7.251349303893,0.919507,0.00001932105,3.551533,0.00007290766,,0.0000600205203227233,,,,,,,,,,,,,,,,,,,,24.87159,-0.009165406
193,2022/07/29 13:43:28,5400.0461,1800.0002,1,2,0,0,0,0,1.849861,3.920065,7.251575360965,0.9246423,0.00001932105,3.571662,0.00007290766,,,,,,,,,,,,,,,,,,,,,,24.9512,0.01231313
194,2022/07/29 13:43:38,5410.047,1810.0011,1,2,0,0,0,0,1.850021,3.920995,7.253923090895,0.9297811,0.00001932105,3.591809,0.00007290766,,0.0000666576306684874,,,,,,,,,,,,,,,,,,,,24.92837,0.006417036
195,2022/07/29 13:43:48,5420.0471,1820.0012,1,2,0,0,0,0,1.850075,3.921776,7.2555797332,0.9349194,0.00001932105,3.611958,0.00007290766,,0.0000800510533736087,,,,,,,,,,,,,,,,,,,,24.89527,-0.004596114
196,2022/07/29 13:43:58,5430.0465,1830.0006,1,2,0,0,0,0,1.850174,3.922955,7.25814934417,0.9400567,0.00001932105,3.632109,0.00007290766,,0.0000987607490969822,,5.84612798690796,,,,,,,,,,,,,,,,,,24.97404,-0.01396418
197,2022/07/29 13:44:08,5440.0466,1840.0007,1,2,0,0,0,0,1.850021,3.923696,7.258919997616,0.9451946,0.00001932105,3.652266,0.00007290766,,0.0000966123188845813,,,0.167197495698929,,,,,,,,,,,,,,,,,24.85736,-0.01158297
198,2022/07/29 13:44:18,5450.0467,1850.0008,1,2,0,0,0,0,1.849716,3.924685,7.25955263946,0.9503315,0.00001932105,3.672424,0.00007290766,,0.0000550018885405734,,,,,,,,,,,,,,,,,,,,24.96131,0.00641644
199,2022/07/29 13:44:28,5460.047,1860.0011,1,2,0,0,0,0,1.850174,3.925378,7.262632315772,0.9554709,0.00001932105,3.692596,0.00007290766,,0.0000551227094547357,,,,,,,,,,,,,,,,,,,,24.90154,0.01800001
200,2022/07/29 13:44:38,5470.0469,1870.001,1,2,0,0,0,0,1.849991,3.926456,7.263908261896,0.9606068,0.00001932105,3.71276,0.00007290766,,0.0000934686031541787,,,,,,,,,,,,,,,,,,,,24.933,0.01008809
201,2022/07/29 13:44:48,5480.0471,1880.0012,1,2,0,0,0,0,1.850006,3.927322,7.265569263932,0.9657456,0.00001932105,3.73294,0.00007290766,,,,5.6528491973877,,,,,,,,,,,,,,,,,,24.92273,-0.01970291
202,2022/07/29 13:44:58,5490.0462,1890.0003,1,2,0,0,0,0,1.850174,3.92843,7.26827904682,0.9708829,0.00001932105,3.753119,0.00007290766,,0.000143217795994133,,,,,,,,,,,,,,,,,,,,24.93168,0.0002557039
203,2022/07/29 13:45:08,5500.0466,1900.0007,1,2,0,0,0,0,1.850372,3.929327,7.270716659644,0.9760221,0.00001932105,3.773309,0.00007290766,,,,,,,,,,,,,,,,,,,,,,24.96906,-0.01117945
204,2022/07/29 13:45:18,5510.0473,1910.0014,1,2,0,0,0,0,1.850334,3.930285,7.27233996519,0.9811577,0.00001932105,3.793491,0.00007290766,,0.0000596644094912335,,,,,,,,,,,,,,,,,,,,24.94242,-0.005176663
205,2022/07/29 13:45:28,5520.0468,1920.0009,1,2,0,0,0,0,1.849846,3.931069,7.271872265374,0.9862972,0.00001932105,3.813693,0.00007290766,,0.000105455597804394,,,,,,,,,,,,,,,,,,,,24.92374,0.01256764
206,2022/07/29 13:45:38,5530.046,1930.0001,1,2,0,0,0,0,1.849823,3.932201,7.273875850423,0.9914321,0.00001932105,3.833882,0.00007290766,,0.000108822699985467,,5.34871292114258,,,,,,,,,,,,,,,,,,24.90866,-0.009103417
207,2022/07/29 13:45:48,5540.0462,1940.0003,1,2,0,0,0,0,1.849533,3.933099,7.274396392767,0.9965723,0.00001932105,3.854096,0.00007290766,,0.0000883431130205281,,,,,,,,,,,,,,,,,,,,24.91978,-0.02161086
208,2022/07/29 13:45:58,5550.047,1950.0011,1,2,0,0,0,0,1.850082,3.933958,7.278144884556,1.001709,0.00001932105,3.874302,0.00007290766,,0.0000698523581377231,,,0.184977605938911,,,,,,,,,,,,,,,,,24.96443,-0.02068758
209,2022/07/29 13:46:08,5560.0464,1960.0005,1,2,0,0,0,0,1.850372,3.935306,7.281780033832,1.006848,0.00001932105,3.89452,0.00007290766,,0.000165414006914943,,,,,,,,,,,,,,,,,,,,24.98267,0.002745986
210,2022/07/29 13:46:18,5570.0466,1970.0007,1,2,0,0,0,0,1.85022,3.93598,7.2824289156,1.011985,0.00001932105,3.91474,0.00007290766,,0.0000722678087186068,,,,,,,,,,,,,,,,,,,,24.98578,0.006927252
211,2022/07/29 13:46:28,5580.0474,1980.0015,1,2,0,0,0,0,1.850151,3.937162,7.284344211462,1.017124,0.00001932105,3.934968,0.00007290766,,0.000124947604490444,,5.21385192871094,,,,,,,,,,,,,,,,,,24.95502,-0.01231134
212,2022/07/29 13:46:38,5590.0468,1990.0009,1,2,0,0,0,0,1.849953,3.937959,7.285039065927,1.022261,0.00001932105,3.955195,0.00007290766,,0.0000624297899776138,,,,,,,,,,,,,,,,,,,,24.9661,-0.006150007
213,2022/07/29 13:46:48,5600.0475,2000.0016,1,2,0,0,0,0,1.849846,3.939259,7.287022504114,1.027401,0.00001932105,3.975442,0.00007290766,,0.000121755103464238,,,,,,,,,,,,,,,,,,,,24.95832,0.00837326
214,2022/07/29 13:46:58,5610.0461,2010.0002,1,2,0,0,0,0,1.850441,3.940208,7.291122431728,1.032536,0.00001932105,3.995671,0.00007290766,,0.0000746397781767882,,,,,,,,,,,,,,,,,,,,24.9843,-0.01112044
215,2022/07/29 13:47:08,5620.0469,2020.001,1,2,0,0,0,0,1.850166,3.941403,7.292249822898,1.037677,0.00001932105,4.015932,0.00007290766,,0.000110427099571098,,,,,,,,,,,,,,,,,,,,24.92985,0.001967549
216,2022/07/29 13:47:18,5630.0465,2030.0006,1,2,0,0,0,0,1.850098,3.942274,7.293593242852,1.042814,0.00001932105,4.036181,0.00007290766,,0.000123429199447855,,4.98759508132935,,,,,,,,,,,,,,,,,,24.982,0.0115937
217,2022/07/29 13:47:28,5640.0474,2040.0015,1,2,0,0,0,0,1.85022,3.943388,7.29613534536,1.047951,0.00001932105,4.056436,0.00007290766,,0.0000849474672577344,,,,,,,,,,,,,,,,,,,,24.93864,-0.0004726648
218,2022/07/29 13:47:38,5650.0475,2050.0016,1,2,0,0,0,0,1.850189,3.944416,7.297915094624,1.053091,0.00001932105,4.076708,0.00007290766,,0.000103898397355806,,,0.198968306183815,,,,,,,,,,,,,,,,,24.94012,0.01107275
219,2022/07/29 13:47:48,5660.0475,2060.0016,1,2,0,0,0,0,1.850243,3.945365,7.299883973695,1.058227,0.00001932105,4.09697,0.00007290766,,0.0000955516588874161,,,,,,,,,,,,,,,,,,,,24.96131,-0.000256896
